URI,Title,Year,Album,Popularity,Duration,Key,Mode,Tempo,Time_signature,Valence,Danceability,Energy,Loudness,Acousticness,Instrumentalness,Liveness,Speechiness,Album debut,Other releases,Single A side,Single B side,Single certification,Genre,Styles,Themes,Moods,Songwriter(s),Lead vocal(s),Cover,Covered by,Chart position UK (Wikipedia),Chart position US (Wikipedia),Highest position (The Guardian),Weeks on chart in UK (The Guardian),Weeks at No1 in UK (The Guardian),Highest position (Billboard),Weeks at No1 (Billboard),Top 50 (Billboard),Top 50 (Ultimate classic rock),Top 50 (Rolling Stone),Top 50 (NME),Top 50 (Top50songs.org),"Top 50 (USA today, 2017)","Top 50 (Vulture, by Bill Wyman)"
spotify:track:4BRkPBUxOYffM2QXVlq7aC,Taxman,1966,Revolver,60.0,159.0,7.0,1.0,133.586,4.0,0.783,0.469,0.596,-8.348,0.0101,0.0,0.321,0.0749,Revolver,10.0,,,,"Rock, Hard Rock, Psychedelic Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll",,Acerbic Cynical/Sarcastic Energetic Rousing Sardonic Witty Lively Outraged Wry Quirky Raucous Playful Trippy,"Harrison, with uncredited contribution from Lennon",Harrison,,14.0,,,,,,,,,35.0,,36.0,,25.0,
spotify:track:1MrvutXz2Ba0elf4OmZA8z,Teddy Boy,1969,Anthology 3,28.0,198.0,2.0,1.0,73.872,4.0,0.766,0.678,0.434,-11.51,0.494,0.0,0.175,0.104,Anthology 3,,,,,"Folk Rock, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Comfort, Hanging Out, Relaxation, Sunday Afternoon",Carefree Cheerful Laid-Back/Mellow Lazy Light Playful Ramshackle Relaxed Sweet Warm,McCartney,McCartney,,,,,,,,,,,,,,,,
spotify:track:2jnr9KaaMAmvk0zMcM9UzV,Tell Me What You See,1965,Help!,49.0,156.0,7.0,1.0,136.675,4.0,0.7,0.592,0.796,-8.125,0.061,0.0,0.131,0.0429,UK: Help! US: Beatles VI,10.0,,,,"Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Folk-Rock, Psychedelic/Garage",In Love,Earnest Bright Plaintive Sweet Wistful Searching Yearning Melancholy,"McCartney, with Lennon","McCartney, with Lennon",,1.0,,,,,,,,,,,,,,
spotify:track:0Wzp5pWPoX0YoBg002HXL9,Tell Me Why,1964,A Hard Day's Night,52.0,130.0,11.0,0.0,150.942,3.0,0.797,0.267,0.688,-6.309,0.586,0.0,0.307,0.0388,UK: A Hard Day's Night US: Something New,15.0,If I Fell,Tell Me Why,,"Rock and Roll, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll, Adult Contemporary, Alternative/Indie Rock, Britpop","Heartache, In Love, Lying, Pain, Relationships",Bright Fun Rollicking Sweet Warm Playful Agreeable Carefree Cheerful Optimistic Positive Pure Strong Swinging,Lennon,Lennon,,3.0,,,,,,,,,,,,,,
spotify:track:3k6zSunlStXxWF0s1063lk,Thank You Girl,1963,Past Masters (Vols. 1 & 2 / Remastered),41.0,121.0,2.0,1.0,137.717,4.0,0.972,0.553,0.71,-10.492,0.449,1.19e-06,0.0989,0.0314,UK: Rarities US: The Beatles Second Album,21.0,From Me to You; Do You Want to Know a Secret?,Thank You Girl; Thank You Girl,,"Merseybeat, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll",In Love,Bright Cheerful Effervescent Fun Earnest Happy Sweet Warm Playful Carefree Exuberant Rollicking,Lennon and McCartney,Lennon and McCartney,,1.0,,35.0,,,,35.0,,46.0,,,,,,
spotify:track:5845nYfGBbBomqEnf7pC7Q,That Means a Lot,1965,Anthology 2,34.0,146.0,9.0,1.0,124.225,4.0,0.523,0.433,0.813,-7.096,0.00446,0.00015,0.0546,0.0432,Anthology 2,,,,,"Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat","In Love, Awareness, Celebrities, Lying, Passion, Wisdom",Amiable/Good-Natured Cheerful Earnest Light Lively Playful Relaxed Rousing Warm,McCartney,McCartney,,,,,,,,,,,,,,,,
spotify:track:5AxDzt8VmHreQaDatK6TD4,That'll Be the Day,1958,Anthology 1,36.0,128.0,9.0,1.0,134.468,4.0,0.893,0.639,0.484,-7.892,0.992,0.0,0.112,0.0469,Anthology 1,,,,,"Rock and Roll, Rockabilly, Pop/Rock",,,,"Allison, Holly, Petty",Lennon,Y,,,,,,,,,,,,,,,
spotify:track:6zsbf8RSb8YODtTclmMgAb,That's All Right (Mama),1963,Live at the BBC,29.0,176.0,9.0,1.0,104.729,4.0,0.957,0.671,0.657,-9.806,0.604,0.573,0.118,0.03,Live at the BBC,,,,,"Rockabilly, Pop/Rock",,,,Crudup,McCartney,Y,,,,,,,,,,,,,,,
spotify:track:6r7JAngkBzKGDKRUzLgY2U,The Ballad of John and Yoko,1969,Past Masters (Vols. 1 & 2 / Remastered),40.0,179.0,4.0,1.0,135.183,4.0,0.938,0.656,0.865,-8.241,0.00561,0.000104,0.0853,0.0311,UK: 1967-1970 US: Hey Jude,14.0,The Ballad of John and Yoko,Old Brown Shoe,RIAA Gold,"Rock and Roll, Pop/Rock",,,Freewheeling Humorous Irreverent Playful Rollicking Rousing Sardonic Swaggering Witty Wry Bravado Quirky Fun Organic Summery Warm,Lennon,"Lennon, with McCartney",,4.0,1.0,8.0,1.0,14.0,3.0,8.0,,28.0,49.0,48.0,,,,
spotify:track:5Z3Rd1fMcaty8g5Pn7yhBQ,The Continuing Story of Bungalow Bill,1968,The Beatles,54.0,198.0,0.0,1.0,114.816,4.0,0.648,0.621,0.459,-10.414,0.224,0.0,0.656,0.104,The Beatles,8.0,,,,"Folk Rock, Pop/Rock",,,,Lennon,"Lennon, with Starkey",,3.0,,,,,,,,,,,,,,
spotify:track:5aHHf6jrqDRb1fcBmue2kn,The End,1969,Abbey Road,59.0,140.0,11.0,0.0,123.444,1.0,0.222,0.647,0.487,-10.119,0.00101,0.285,0.138,0.0689,Abbey Road,6.0,,,,"Hard Rock, Art Rock, Heavy Metal, Pop/Rock","Album Rock, Contemporary Pop/Rock, Early Pop/Rock, Prog-RockHard Rock",,Freewheeling Sentimental Sprawling Indulgent Bittersweet Brash Rollicking Rousing Sweet Theatrical,McCartney,McCartney,,3.0,,,,,,,,,,,,,20.0,
spotify:track:6rHh8urosEFRI67xVa6fzU,The Fool on the Hill,1967,Magical Mystery Tour,60.0,180.0,4.0,0.0,144.184,4.0,0.49,0.356,0.26,-10.577,0.913,2.1e-06,0.105,0.0314,Magical Mystery Tour,15.0,,,,"Baroque Pop, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic/Garage",Introspection,Melancholy Poignant Precious Quirky Reflective Searching Sophisticated Theatrical Trippy Whimsical Elaborate Gentle Literate Wistful Yearning Ethereal Lazy Spacey Springlike,McCartney,McCartney,,25.0,,,,,,,,,,,,,,
spotify:track:1j8M18rzGenrxvrbHNp8Aj,"The Hippy Hippy Shake - Live at the Bbc for ""pop Go the Beatles"" / 30th July, 1963",,Live At The BBC,29.0,110.0,2.0,1.0,133.737,4.0,0.958,0.541,0.6,-11.599,0.504,0.0,0.238,0.0311,Live at the BBC,,,,,"Rock & Roll, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Celebration, Hanging Out, Partying",Amiable/Good-Natured Innocent Swaggering Bright Freewheeling Summery Whimsical Celebratory Fun Light Lively Bravado Confident Passionate Sparkling Energetic Rollicking,Romero,McCartney,Y,,,,,,,,,,,,,,,
spotify:track:4nN3sSVDpCqf3TW4tpDBAS,The Honeymoon Song,1963,Live at the BBC,30.0,100.0,4.0,1.0,134.904,4.0,0.799,0.728,0.323,-14.612,0.72,0.0,0.0794,0.0501,Live at the BBC,,,,,Pop/Rock,,,,"Theodorakis, Sansom",McCartney,Y,,,,,,,,,,,,,,,
spotify:track:379hxtlY5LvbPQa5LL6dPo,The Inner Light,1968,Past Masters (Vols. 1 & 2 / Remastered),41.0,156.0,8.0,1.0,101.545,3.0,0.387,0.304,0.543,-10.619,0.751,0.0145,0.0764,0.034,UK: Rarities US: Rarities,10.0,Lady Madonna,The Inner Light,RIAA Platinum,"Indian Music, Raga Rock, Pop/Rock","British Psychedelia, Psychedelic/Garage, Contemporary Pop/Rock","Introspection, Reflection, Solitude",Atmospheric Dramatic Dreamy Enigmatic Searching Spiritual Sprawling Trippy Yearning Ethereal Reflective Spooky Autumnal Complex Meandering Epic Hypnotic,Harrison,Harrison,,,,96.0,,,,,,,,,,,,
spotify:track:3mlMpmY8oZIBFc39D9zLbh,The Long and Winding Road,1969,Let It Be,68.0,220.0,3.0,1.0,132.282,4.0,0.392,0.299,0.329,-10.096,0.756,0.0105,0.0559,0.0279,Let It Be,18.0,The Long and Winding Road,For You Blue,RIAA Platinum,Pop/Rock,"Contemporary Pop/Rock, Early Pop/Rock, Singer/Songwriter","Prom, In Love, Nature, Reflection, Regret, Reminiscing, Tragedy, Yearning",Dramatic Laid-Back/Mellow Lush Poignant Refined Reflective Reserved Romantic Sentimental Soothing Stately Calm/Peaceful Warm Yearning,McCartney,McCartney,,29.0,,1.0,,,,1.0,2.0,20.0,37.0,,,41.0,,45.0
spotify:track:5xcfepnz1v7a83T8An9gjw,The Night Before,1965,Help!,56.0,153.0,2.0,1.0,84.496,4.0,0.632,0.461,0.762,-6.727,0.0537,0.0,0.238,0.0379,Help!,13.0,,,,Electronic Pop/Rock,"Adult Contemporary, Club/Dance","Goodbyes, In Love, Lying, Reminiscing, Yearning",Agreeable Lively Optimistic Positive Pulsing Sentimental Strong Swinging,McCartney,McCartney,,2.0,,,,,,,,,,49.0,,,,
spotify:track:5ZZWchqd0TY6QwVgKROk50,The Sheik of Araby,1962,Anthology 1,32.0,103.0,0.0,1.0,93.986,4.0,0.878,0.608,0.811,-6.235,0.564,0.0,0.145,0.0289,Anthology 1,,,,,"Jazz, Pop/Rock",,In Love,Rousing,"Smith, Wheeler-Snyder",Harrison,Y,,,,,,,,,,,,,,,
spotify:track:4GBaPHvAyj4V2jeobD9tsy,The Word,1965,Rubber Soul,55.0,161.0,0.0,1.0,120.773,4.0,0.792,0.59,0.641,-9.687,0.00682,0.0,0.0553,0.0416,Rubber Soul,6.0,,,,"Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll",In Love,Bright Lively Playful Rousing Cheerful Energetic Fun Carefree Rollicking Sweet Brash Trippy,Lennon and McCartney,"Lennon, McCartney and Harrison",,3.0,,,,,,,,,,,,,,
spotify:track:4dessGxnKXmTbHPhVgqODq,There's a Place,1963,Please Please Me,51.0,109.0,4.0,1.0,140.928,4.0,0.927,0.455,0.582,-10.009,0.629,4.22e-06,0.172,0.0292,UK: Please Please Me US: Rarities,24.0,,,,"Merseybeat, Rock and Roll, Pop/Rock","British Invasion, Early Pop/Rock, Merseybeat, Contemporary Pop/Rock, Rock & Roll",,Bright Amiable/Good-Natured Cheerful Earnest Sweet Warm Reflective Searching,Lennon and McCartney,Lennon and McCartney,,2.0,,,,,,,,,,,,,,
spotify:track:0voUr8lubIafUVJlauJxYF,Things We Said Today,1964,A Hard Day's Night,56.0,158.0,2.0,0.0,137.054,4.0,0.516,0.551,0.575,-8.208,0.239,0.0,0.112,0.0332,UK: A Hard Day's Night US: Something New,22.0,A Hard Day's Night,Things We Said Today,,"Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll, Adult Contemporary, Alternative/Indie Rock, Britpop","Reminiscing, Awareness, In Love, Motivation, Relationships, Romance",Rousing Searching Yearning Autumnal Intimate Nostalgic Wistful Dreamy Explosive Lively Optimistic Positive Romantic Sentimental,McCartney,McCartney,,10.0,,,,,,,,,,47.0,,,,
spotify:track:64bKVrkaXQAKx04dLHqCNz,Think for Yourself,1965,Rubber Soul,55.0,138.0,0.0,1.0,130.544,4.0,0.799,0.529,0.567,-9.796,0.0124,0.0,0.0729,0.0282,Rubber Soul,7.0,,,,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll",Breakup,Acerbic Bitter Freewheeling Rousing Sardonic Trippy Nocturnal Ominous Reflective Snide Bright Dramatic Tense/Anxious Exciting,Harrison,Harrison,,3.0,,,,,,,,,,,,,,
spotify:track:0oQshbv1BFLZ61b1tQ4Eqg,This Boy,1963,Past Masters (Vols. 1 & 2 / Remastered),56.0,133.0,2.0,1.0,110.173,3.0,0.703,0.66,0.337,-11.524,0.213,1.57e-05,0.142,0.0286,UK: Rarities US: Meet The Beatles!,23.0,I Want to Hold Your Hand; All My Loving,This Boy; This Boy,,"Doo Wop, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll","Feeling Blue, Heartache, Jealousy, Rainy Day, Regret, Reminiscing, Solitude",,Lennon,"Lennon, with McCartney and Harrison",,10.0,,,,,,,,,38.0,,,,,
spotify:track:6xAiyH80RTPPMBZwvWpTEN,Three Cool Cats,1962,Anthology 1,33.0,145.0,4.0,1.0,140.961,4.0,0.642,0.546,0.708,-6.299,0.079,0.0,0.372,0.0351,Anthology 1,,,,,"R&B, Pop/Rock",,,Rousing,"Leiber, Stoller",Harrison,Y,,,,,,,,,,,,,,,
spotify:track:7CZiDzGVjUssMSOXrDNYHL,Ticket to Ride,1965,Help!,69.0,190.0,9.0,1.0,123.419,4.0,0.749,0.519,0.85,-6.777,0.0457,0.0,0.233,0.0678,Help!,31.0,Ticket to Ride,Yes It Is,,"Power Pop, Jangle Pop, Folk Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Folk-Rock, Psychedelic/Garage","Breakup, Feeling Blue, Heartache",Bittersweet Bright Melancholy Plaintive Yearning Autumnal Searching Sparkling,Lennon,"Lennon, with McCartney",,18.0,1.0,1.0,1.0,12.0,3.0,1.0,,17.0,10.0,17.0,16.0,21.0,19.0,18.0
spotify:track:0ESIjVxnDnCDaTPo6sStHm,Till There Was You,1963,With the Beatles,66.0,136.0,5.0,1.0,122.421,4.0,0.646,0.727,0.338,-13.887,0.79,0.0,0.105,0.0454,UK: With the Beatles US: Meet The Beatles!,22.0,,,,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Cast Recordings, Show Tunes",In Love,Amiable/Good-Natured Earnest Innocent Romantic Sentimental Sweet Refined Warm Cheerful Precious,Willson,McCartney,Y,,,,,,,,,,,,,,,
spotify:track:3PzNwVdR8BNzKCBahvAYOm,To Know Her Is to Love Her,1963,Live at the BBC,35.0,171.0,4.0,1.0,101.253,3.0,0.456,0.45,0.34,-13.886,0.777,0.0,0.22,0.0336,Live at the BBC,,,,,Pop/Rock,"British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Affection/Fondness, New Love, Reflection",Bittersweet Innocent Romantic Sentimental Wistful Yearning Earnest Naive Passionate Warm Earthy Intimate Melancholy Sparkling Summery Sweet Gentle Laid-Back/Mellow Refined Soft/Quiet Reflective,Spector,Lennon,Y,,,,,,,,,,,,,,,
spotify:track:00oZhqZIQfL9P5CjOP6JsO,Tomorrow Never Knows,1966,Revolver,59.0,178.0,5.0,1.0,125.887,4.0,0.0534,0.38,0.829,-6.105,8.4e-05,0.00208,0.342,0.0405,Revolver,14.0,,,,"Psychedelic Rock, Hard Rock, Avant-Pop, Experimental Rock, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic/Garage, Rock & Roll, British Invasion","Revolutionary, Scary Music, Freedom, The Creative Side",Druggy Eerie Energetic Fiery Freewheeling Intense Ominous Raucous Spooky Sprawling Trippy Uncompromising Cathartic Elaborate Hypnotic Lively Provocative Tense/Anxious Visceral Aggressive Atmospheric Indulgent Literate Unsettling Dreamy,Lennon,Lennon,,23.0,,,,,,,,,50.0,18.0,6.0,,7.0,12.0
spotify:track:2NZ2FttCOXIGSLP7F9EvGW,Too Much Monkey Business,1963,Live at the BBC,30.0,128.0,1.0,0.0,90.715,4.0,0.965,0.631,0.766,-9.194,0.28,1.87e-06,0.086,0.0601,Live at the BBC,,,,,"Rock and Roll, R&B, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Day Driving, Hanging Out, Small Gathering",Amiable/Good-Natured Bright Fun Bravado Energetic Freewheeling Rollicking Summery Swaggering Yearning Lively Whimsical Light Sparkling Confident Witty,Berry,Lennon,Y,,,,,,,,,,,,,,,
spotify:track:5ZBeML7Lf3FMEVviTyvi8l,Twist and Shout,1963,Please Please Me,80.0,125.0,2.0,1.0,124.631,4.0,0.937,0.482,0.849,-9.198,0.641,7.74e-06,0.0414,0.0452,UK: Please Please Me US: The Early Beatles,44.0,Twist and Shout; Back in the U.S.S.R.,There's a Place; Twist and Shout,RIAA Platinum,"Rock and Roll, R&B, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll",,Bright Cheerful Energetic Exciting Exuberant Rousing Amiable/Good-Natured Boisterous Fun Gleeful Rollicking Earnest Happy Passionate Raucous Warm Rowdy,"Medley, Russell",Lennon,Y,,1.0,2.0,,,,2.0,,13.0,25.0,,23.0,44.0,,43.0
spotify:track:0CaBBQsaAiRHhiLmzi7ZRp,Two of Us,1969,Let It Be,61.0,213.0,7.0,1.0,109.114,4.0,0.931,0.726,0.702,-10.757,0.0974,3.46e-05,0.239,0.032,Let It Be,11.0,,,,"Folk Rock, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, Singer/Songwriter, Album Rock","Affection/Fondness, Comfort, Long Walk, Biographical, Joy, Relationships, Reminiscing, Romance, Travel",,McCartney,"McCartney, with Lennon",,6.0,,,,,,,,,,,42.0,,,
spotify:track:0CGbof9amBnsNlRhZ8IY2H,Wait,1965,Rubber Soul,55.0,136.0,6.0,0.0,127.201,4.0,0.657,0.552,0.487,-10.574,0.0175,0.0,0.105,0.04,Rubber Soul,8.0,,,,"Folk Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll",,Autumnal Reflective Weary Rousing Bright,"McCartney, with Lennon","McCartney, with Lennon",,3.0,,,,,,,,,,,,,,
spotify:track:7tBAxQ6hD4mhr1sYQhwWDP,We Can Work It Out,1965,Past Masters (Vols. 1 & 2 / Remastered),41.0,135.0,2.0,1.0,106.237,4.0,0.742,0.373,0.597,-10.013,0.102,0.0,0.114,0.0273,UK: A Collection of Beatles Oldies US: Yesterday and Today,19.0,We Can Work It Out,Day Tripper,RIAA Gold,"Folk Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll","Affection/Fondness, Joy, Lifecycle, Starting Out",Energetic Exciting Rollicking Rousing Searching Urgent Yearning Earnest Passionate Freewheeling Lively Organic Reflective,"McCartney, with Lennon","McCartney, with Lennon",,29.0,1.0,1.0,,,,1.0,3.0,9.0,36.0,30.0,25.0,48.0,40.0,
spotify:track:19QXdPRZFHI5kNK3tN8Mh7,What Goes on,1965,Rubber Soul,54.0,170.0,4.0,1.0,96.93,4.0,0.765,0.67,0.776,-10.035,0.0168,3.01e-06,0.0732,0.0749,UK: Rubber Soul US: Yesterday and Today,9.0,Nowhere Man,What Goes On,RIAA Gold,"Country rock, Country, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Country-Rock, Bakersfield Sound",,Amiable/Good-Natured Lively Playful Freewheeling Fun Humorous Rollicking Energetic,"Lennon and McCartney, with Starkey",Starkey,,2.0,,81.0,,,,,,,,,,,,
spotify:track:6C6y4OWK1Ki3FVF1TIonxW,What You're Doing,1964,Beatles for Sale,47.0,150.0,2.0,1.0,129.506,4.0,0.825,0.695,0.53,-8.309,0.301,2e-06,0.0583,0.0403,UK: Beatles for Sale US: Beatles VI,8.0,,,,"Jangle pop, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Merseybeat, Folk-Rock, Psychedelic/Garage","Feeling Blue, Heartache, New Love",Bittersweet Poignant Wistful Reflective Earnest Energetic Lively Plaintive Rambunctious Ramshackle Raucous Urgent Yearning Melancholy,McCartney,McCartney,,,,,,,,,,,,,,,,
spotify:track:1iJVygVSbCRrJimE79PeDz,What's the New Mary Jane,1968,Anthology 3,28.0,372.0,2.0,1.0,83.861,4.0,0.146,0.288,0.436,-12.073,0.763,0.000502,0.118,0.0595,Anthology 3,,,,,"Psychedelic Rock, Musique Concrete, Experimental Music, Outsider Music, Pop/Rock","British Psychedelia, Psychedelic/Garage","Late Night, Maverick, Mischievous, The Creative Side",Atmospheric Dramatic Druggy Eerie Freewheeling Indulgent Irreverent Nocturnal Quirky Silly Spacey Spooky Sprawling Trippy Whimsical Playful Ominous,Lennon,Lennon,,,,,,,,,,,,,,,,
spotify:track:4oLQ0imA5IDtNUnhFKY87q,When I Get Home,1964,A Hard Day's Night,47.0,138.0,9.0,0.0,125.375,4.0,0.64,0.568,0.793,-6.201,0.384,0.0,0.388,0.0482,UK: A Hard Day's Night US: Something New,14.0,,,,"Rock and Roll, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll, Alternative/Indie Rock, Britpop, Club/Dance","In Love, Passion, Relationships, Sex",Bright Energetic Exciting Joyous Rousing Raucous Agreeable Carefree Cheerful Optimistic Positive Swinging,Lennon,Lennon,,1.0,,,,,,,,,,,,,,
spotify:track:1NrbnHlR2BFREcyWXHIHip,When I'm Sixty Four,1966,Sgt. Pepper's Lonely Hearts Club Band,68.0,157.0,1.0,1.0,140.411,4.0,0.661,0.704,0.241,-13.258,0.625,2.8e-05,0.0868,0.0476,Sgt. Pepper's Lonely Hearts Club Band,7.0,,,,"Music Hall, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, British Psychedelia, Psychedelic/Garage","In Love, Playful",Cheerful Literate Nostalgic Playful Precious Quirky Refined Sophisticated Sweet Theatrical Warm Whimsical Witty Eccentric Fun Happy Irreverent Humorous Ironic Dramatic,McCartney,McCartney,,21.0,,,,,,,,,,,,,,
spotify:track:389QX9Q1eUOEZ19vtzzI9O,While My Guitar Gently Weeps,1968,The Beatles,74.0,286.0,4.0,0.0,115.0,4.0,0.702,0.453,0.654,-8.855,0.0205,0.00395,0.172,0.0317,The Beatles,18.0,"Ob-La-Di, Ob-La-Da",While My Guitar Gently Weeps,,"Rock, Psychedelic Rock, Blues Rock, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic/Garage","Feeling Blue, Heartache",Autumnal Brooding Dreamy Ethereal Melancholy Poignant Reflective Trippy Wistful Yearning Atmospheric Bittersweet Enigmatic Hypnotic Eerie Gloomy Plaintive Searching Somber Sophisticated,Harrison,Harrison,,27.0,,,,,,,,,4.0,10.0,8.0,12.0,13.0,32.0
spotify:track:4eLIq1nQNwz2qLu8DeiWIp,Why Don't We Do It in the Road?,1968,The Beatles,52.0,102.0,2.0,1.0,187.688,4.0,0.957,0.589,0.522,-8.718,0.53,0.000243,0.0993,0.0521,The Beatles,8.0,,,,"Rock, Blues, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Hard Rock, Blues-Rock",,Brash Bravado Energetic Freewheeling Fun Humorous Irreverent Playful Quirky Rollicking Rousing Silly Sleazy Nocturnal Rebellious Outrageous Trashy Exuberant,McCartney,McCartney,,8.0,,,,,,,,,,,,,,
spotify:track:6j67aNAPeQ31uw4qw4rpLa,Wild Honey Pie,1968,The Beatles,52.0,52.0,2.0,1.0,89.9,4.0,0.152,0.792,0.763,-11.185,0.425,0.627,0.789,0.0506,The Beatles,7.0,,,,"Experimental pop, Lo-Fi, Psychedelic Folk, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic/Garage",,Freewheeling Humorous Irreverent Playful Quirky Rollicking Silly Unsettling Eerie Trippy,McCartney,McCartney,,2.0,,,,,,,,,,,,,,
spotify:track:2RnPATK99oGOZygnD2GTO6,With a Little Help From My Friends,1967,Sgt. Pepper's Lonely Hearts Club Band,69.0,164.0,4.0,1.0,112.035,4.0,0.803,0.705,0.515,-9.343,0.365,0.0,0.389,0.0337,Sgt. Pepper's Lonely Hearts Club Band,6.0,Sgt. Pepper's Lonely Hearts Club Band / With a Little Help from My Friends,A Day in the Life,,"Pop Rock, Psychedelic Pop, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, British Psychedelia, Psychedelic/Garage, Rock & Roll","Affection/Fondness, Comfort",Amiable/Good-Natured Playful Quirky Sweet Warm Whimsical Earnest Rollicking Summery Fun Ramshackle,Lennon and McCartney,Starkey,,31.0,63.0,71.0,,,,,,,22.0,,50.0,23.0,26.0,
spotify:track:3Umg8CDhO8dOSj7yBTInYb,Within You Without You,1967,Sgt. Pepper's Lonely Hearts Club Band,54.0,305.0,6.0,1.0,126.166,4.0,0.354,0.352,0.479,-9.965,0.339,0.000353,0.486,0.0338,Sgt. Pepper's Lonely Hearts Club Band,7.0,,,,"Indian Classical, Raga Rock, Pop/Rock","British Psychedelia, Psychedelic/Garage, Contemporary Pop/Rock","Introspection, Reflection, Solitude",Atmospheric Dramatic Dreamy Enigmatic Searching Spiritual Sprawling Trippy Yearning Ethereal Reflective Spooky Autumnal Complex Meandering Epic,Harrison,Harrison,,9.0,,,,,,,,,,,,,,
spotify:track:42qkSeX6HNJYHxlk6cWoFe,Words of Love,1964,Beatles for Sale,51.0,122.0,9.0,1.0,122.358,4.0,0.85,0.551,0.533,-9.8,0.323,0.722,0.173,0.0297,UK: Beatles for Sale US: Beatles VI,16.0,,,,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll",In Love,Intimate Poignant Romantic Soft/Quiet Sweet Delicate Gentle Innocent Sentimental Soothing Earnest Precious,Holly,Lennon and McCartney,Y,,,,,,,,,,,,,,,
spotify:track:50xwQXPtfNZFKFeZ0XePWc,Yellow Submarine,1966,Revolver,61.0,158.0,1.0,1.0,111.398,4.0,0.696,0.604,0.549,-9.873,0.531,0.0,0.438,0.0389,Revolver,24.0,Yellow Submarine,Eleanor Rigby,RIAA Gold,"Children's Music, Folk, Pop/Rock","British Invasion, British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic Pop, Psychedelic/Garage","Birthday, Family Gatherings, Playful",Amiable/Good-Natured Carefree Cheerful Fun Giddy Humorous Playful Rousing Silly Whimsical Quirky Freewheeling,McCartney,Starkey,,8.0,1.0,2.0,1.0,13.0,4.0,2.0,,25.0,41.0,,,8.0,,
spotify:track:2AsGApoUuN8pTM17Lq9eUd,Yer Blues,1968,The Beatles,54.0,241.0,9.0,1.0,151.766,3.0,0.435,0.327,0.525,-10.272,0.000875,0.259,0.133,0.0475,The Beatles,11.0,,,,"Blues Rock, Hard Rock, Pop/Rock","Blues-Rock, British Blues, Contemporary Pop/Rock, Hard Rock, Regional Blues, Rock & Roll, Album Rock","Feeling Blue, Guys Night Out, Late Night",Acerbic Brash Cynical/Sarcastic Freewheeling Ironic Irreverent Messy Nihilistic Nocturnal Ramshackle Rousing Cathartic Raucous Swaggering Visceral Aggressive Angst-Ridden Bravado Fiery Meandering Urgent Volatile,Lennon,Lennon,,6.0,,,,,,,,,,,,,,
