"This is a list of medallists at the Summer Olympic Games (1896-2004) with details of the year of the olympics, city, sport, discipline, athlete name, gender, event and medal",,,,,,,,,,
,,,,,,,,,,
"DISCLAIMER: No guarantees, express or implied, as to the accuracy or completeness of the information provided. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Year,City,Sport,Discipline,Athlete Name,NOC,Gender,Event,Event Gender,Medal,Position
1956,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"SOLOVIEV, Nikolai",URS,Men,- 52kg (flyweight),M,Gold,1
1956,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"FABRA, Ignazio",ITA,Men,- 52kg (flyweight),M,Silver,2
1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"NAMDJOU, Mahmoud",IRI,Men,"- 56kg, total (bantamweight)",M,Bronze,3
1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"VINCI, Charles Thomas Jr.",USA,Men,"- 56kg, total (bantamweight)",M,Gold,1
1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"STOGOV, Vladimir",URS,Men,"- 56kg, total (bantamweight)",M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"LAWRENCE, Allan",AUS,Men,10000m,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"KUTS, Vladimir",URS,Men,10000m,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"KOVACS, Jozsef",HUN,Men,10000m,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"HOGAN, Hector",AUS,Men,100m,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"MORROW, Robert Joseph",USA,Men,100m,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"BAKER, Walter Thane",USA,Men,100m,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"MATHEWS-O'SHEA, Marlene Judith",AUS,Women,100m,W,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"CUTHBERT, Betty",AUS,Women,100m,W,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"STUBNICK, Christa",EUA,Women,100m,W,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"MCKINNEY, Frank Edward Jr.",USA,Men,100m backstroke,M,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"THEILE, David Egmont",AUS,Men,100m backstroke,M,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"MONCKTON, John James",AUS,Men,100m backstroke,M,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"EDWARDS, Margaret",GBR,Women,100m backstroke,W,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"GRINHAM, Judith Brenda",GBR,Women,100m backstroke,W,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"CONE, Carin Alice",USA,Women,100m backstroke,W,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"SEARS, Mary Jane",USA,Women,100m butterfly,W,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"MANN, Shelley Isabel",USA,Women,100m butterfly,W,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"RAMEY, Nancy Jane",USA,Women,100m butterfly,W,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"CHAPMAN, Gary",AUS,Men,100m freestyle,M,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"HENRICKS, Jon Malcolm",AUS,Men,100m freestyle,M,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"DEVITT, John",AUS,Men,100m freestyle,M,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"LEECH, Faith Yvonne",AUS,Women,100m freestyle,W,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,100m freestyle,W,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"CRAPP, Lorraine Joyce",AUS,Women,100m freestyle,W,Silver,2
1956,Melbourne / Stockholm,Shooting,Shooting,"SEVRYUGIN, Vladimir",URS,Men,"100m running deer, single/double shots",M,Bronze,3
1956,Melbourne / Stockholm,Shooting,Shooting,"ROMANENKO, Vitali",URS,Men,"100m running deer, single/double shots",M,Gold,1
1956,Melbourne / Stockholm,Shooting,Shooting,"SKÖLDBERG, Olof",SWE,Men,"100m running deer, single/double shots",M,Silver,2
1956,Melbourne / Stockholm,Aquatics,Diving,"CONNER, Richard Carroll",USA,Men,10m platform,M,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Diving,"CAPILLA PEREZ, Joaquin",MEX,Men,10m platform,M,Gold,1
1956,Melbourne / Stockholm,Aquatics,Diving,"TOBIAN, Gary Milburn",USA,Men,10m platform,M,Silver,2
1956,Melbourne / Stockholm,Aquatics,Diving,"MYERS-POPE, Paula Jean",USA,Women,10m platform,W,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Diving,"MCCORMICK, Patricia",USA,Women,10m platform,W,Gold,1
1956,Melbourne / Stockholm,Aquatics,Diving,"STOVER-IRWIN, Juno Roslays",USA,Women,10m platform,W,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"SHANKLE, Joel",USA,Men,110m hurdles,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"CALHOUN, Lee",USA,Men,110m hurdles,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"DAVIS, Jack",USA,Men,110m hurdles,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"LANDY, John",AUS,Men,1500m,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"DELANY, Ronald Michael",IRL,Men,1500m,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"RICHTZENHAIN, Klaus",EUA,Men,1500m,M,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"BREEN, George Thomas",USA,Men,1500m freestyle,M,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"ROSE, Murray",AUS,Men,1500m freestyle,M,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"YAMANAKA, Tsuyoshi",JPN,Men,1500m freestyle,M,Silver,2
1956,Melbourne / Stockholm,Cycling,Cycling Track,"SWIFT, Alfred James",RSA,Men,1km time trial,M,Bronze,3
1956,Melbourne / Stockholm,Cycling,Cycling Track,"FAGGIN, Leandro",ITA,Men,1km time trial,M,Gold,1
1956,Melbourne / Stockholm,Cycling,Cycling Track,"FOUSEK, Ladislav",TCH,Men,1km time trial,M,Silver,2
1956,Melbourne / Stockholm,Cycling,Cycling Track,"OGNA, Giuseppe",ITA,Men,2000m tandem,M,Bronze,3
1956,Melbourne / Stockholm,Cycling,Cycling Track,"PINARELLO, Cesare",ITA,Men,2000m tandem,M,Bronze,3
1956,Melbourne / Stockholm,Cycling,Cycling Track,"BROWNE, Ian Sterry",AUS,Men,2000m tandem,M,Gold,1
1956,Melbourne / Stockholm,Cycling,Cycling Track,"MARCHANT, Anthony John",AUS,Men,2000m tandem,M,Gold,1
1956,Melbourne / Stockholm,Cycling,Cycling Track,"FOUSEK, Ladislav",TCH,Men,2000m tandem,M,Silver,2
1956,Melbourne / Stockholm,Cycling,Cycling Track,"MACHEK, Vaclav",TCH,Men,2000m tandem,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"BAKER, Walter Thane",USA,Men,200m,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"MORROW, Robert Joseph",USA,Men,200m,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"STANFIELD, Andrew William",USA,Men,200m,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"MATHEWS-O'SHEA, Marlene Judith",AUS,Women,200m,W,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"CUTHBERT, Betty",AUS,Women,200m,W,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"STUBNICK, Christa",EUA,Women,200m,W,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"YUNICHEV, Kharis",URS,Men,200m breaststroke,M,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"FURUKAWA, Masaru",JPN,Men,200m breaststroke,M,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"YOSHIMURA, Masahiro",JPN,Men,200m breaststroke,M,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"TEN ELSEN, Eva-Maria",EUA,Women,200m breaststroke,W,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"HAPPE-KREY, Ursula",EUA,Women,200m breaststroke,W,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"SZEKELY, Eva",HUN,Women,200m breaststroke,W,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"TUMPEK, György",HUN,Men,200m butterfly,M,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"YORZYK, William Albert Jr.",USA,Men,200m butterfly,M,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"ISHIMOTO, Takashi",JPN,Men,200m butterfly,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"JUNK, Bruno",URS,Men,20km walk,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"SPIRIN, Leonid",URS,Men,20km walk,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"MIKENAS, Antanas",URS,Men,20km walk,M,Silver,2
1956,Melbourne / Stockholm,Shooting,Shooting,"LICHIARDOPOL, Gheorghe",ROU,Men,25m rapid fire pistol (60 shots),M,Bronze,3
1956,Melbourne / Stockholm,Shooting,Shooting,"PETRESCU, Stefan",ROU,Men,25m rapid fire pistol (60 shots),M,Gold,1
1956,Melbourne / Stockholm,Shooting,Shooting,"CHERKASOV, Yevgeni",URS,Men,25m rapid fire pistol (60 shots),M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"LARSEN, Ernst",NOR,Men,3000m steeplechase,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"BRASHER, Christopher William",GBR,Men,3000m steeplechase,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"ROZSNYOI, Sandor",HUN,Men,3000m steeplechase,M,Silver,2
1956,Melbourne / Stockholm,Shooting,Shooting,"YLÖNEN, Vilho Ilmari",FIN,Men,300m free rifle 3 positions (3x40 shots),M,Bronze,3
1956,Melbourne / Stockholm,Shooting,Shooting,"BORISOV, Vasili",URS,Men,300m free rifle 3 positions (3x40 shots),M,Gold,1
1956,Melbourne / Stockholm,Shooting,Shooting,"ERDMAN, Allan",URS,Men,300m free rifle 3 positions (3x40 shots),M,Silver,2
1956,Melbourne / Stockholm,Aquatics,Diving,"CAPILLA PEREZ, Joaquin",MEX,Men,3m springboard,M,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Diving,"CLOTWORTHY, Robert Lynn",USA,Men,3m springboard,M,Gold,1
1956,Melbourne / Stockholm,Aquatics,Diving,"HARPER, Donald De Wayne",USA,Men,3m springboard,M,Silver,2
1956,Melbourne / Stockholm,Aquatics,Diving,"MAC DONALD, Irene Margaret",CAN,Women,3m springboard,W,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Diving,"MCCORMICK, Patricia",USA,Women,3m springboard,W,Gold,1
1956,Melbourne / Stockholm,Aquatics,Diving,"STUNYO, Jeanne Georgetta",USA,Women,3m springboard,W,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"HELLSTEN, Voitto Valdemar",FIN,Men,400m,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"IGNATYEV, Ardalion",URS,Men,400m,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"JENKINS, Charles Lamont",USA,Men,400m,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"HAAS, Karl-Friedrich",EUA,Men,400m,M,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"BREEN, George Thomas",USA,Men,400m freestyle,M,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"ROSE, Murray",AUS,Men,400m freestyle,M,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"YAMANAKA, Tsuyoshi",JPN,Men,400m freestyle,M,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"RUUSKA, Sylvia Eliina",USA,Women,400m freestyle,W,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"CRAPP, Lorraine Joyce",AUS,Women,400m freestyle,W,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,400m freestyle,W,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"CULBREATH, Joshua",USA,Men,400m hurdles,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"DAVIS, Glenn Ashby",USA,Men,400m hurdles,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"SOUTHERN, Silas Edward",USA,Men,400m hurdles,M,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"ABERNETHY, Moira",RSA,Women,4x100m freestyle relay,W,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"MYBURGH, Jeanette Evelyn",RSA,Women,4x100m freestyle relay,W,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"MYBURGH, Natalie Ann",RSA,Women,4x100m freestyle relay,W,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"ROBERTS, Susan Elizabeth",RSA,Women,4x100m freestyle relay,W,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"CRAPP, Lorraine Joyce",AUS,Women,4x100m freestyle relay,W,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,4x100m freestyle relay,W,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"LEECH, Faith Yvonne",AUS,Women,4x100m freestyle relay,W,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"MORGAN, Sandra Anne",AUS,Women,4x100m freestyle relay,W,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"ALDERSON-ROSAZZA, Joan Ann",USA,Women,4x100m freestyle relay,W,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"MANN, Shelley Isabel",USA,Women,4x100m freestyle relay,W,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"RUUSKA, Sylvia Eliina",USA,Women,4x100m freestyle relay,W,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"SIMONS, Nancy Joan",USA,Women,4x100m freestyle relay,W,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"FÜTTERER, Heinz",EUA,Men,4x100m relay,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"GERMAR, Manfred",EUA,Men,4x100m relay,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"KNÖRZER, Lothar",EUA,Men,4x100m relay,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"POHL, Leonard (Leo)",EUA,Men,4x100m relay,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"BAKER, Walter Thane",USA,Men,4x100m relay,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"KING, Leamon",USA,Men,4x100m relay,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"MORROW, Robert Joseph",USA,Men,4x100m relay,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"MURCHISON, Ira James",USA,Men,4x100m relay,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"BARTENEV, Leonid",URS,Men,4x100m relay,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"KONOVALOV, Yuri",URS,Men,4x100m relay,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"SUKHAREV, Vladimir",URS,Men,4x100m relay,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"TOKAREV, Boris",URS,Men,4x100m relay,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"DANIELS, Isabelle Francis",USA,Women,4x100m relay,W,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"FAGGS, Mae Heriwentha",USA,Women,4x100m relay,W,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"MATTHEWS, Margaret Rejean",USA,Women,4x100m relay,W,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"RUDOLPH, Wilma",USA,Women,4x100m relay,W,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"CROOKER-FLEMING, Norma Wilson",AUS,Women,4x100m relay,W,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"CUTHBERT, Betty",AUS,Women,4x100m relay,W,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"MELLOR-WENHAM, Fluer Northey",AUS,Women,4x100m relay,W,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",AUS,Women,4x100m relay,W,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"ARMITAGE, Heather Joy",GBR,Women,4x100m relay,W,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"FOULDS-PAUL, June Florence",GBR,Women,4x100m relay,W,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"PASHLEY, Anne",GBR,Women,4x100m relay,W,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"SCRIVENS, Jean Eileen",GBR,Women,4x100m relay,W,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"NIKITIN, Boris",URS,Men,4x200m freestyle relay,M,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"NIKOLAEV, Gennadi",URS,Men,4x200m freestyle relay,M,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"SOROKIN, Vitali",URS,Men,4x200m freestyle relay,M,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"STRUZHANOV, Vladimir",URS,Men,4x200m freestyle relay,M,Bronze,3
1956,Melbourne / Stockholm,Aquatics,Swimming,"DEVITT, John",AUS,Men,4x200m freestyle relay,M,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"HENRICKS, Jon Malcolm",AUS,Men,4x200m freestyle relay,M,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"O'HALLORAN, Kevin",AUS,Men,4x200m freestyle relay,M,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"ROSE, Murray",AUS,Men,4x200m freestyle relay,M,Gold,1
1956,Melbourne / Stockholm,Aquatics,Swimming,"BREEN, George Thomas",USA,Men,4x200m freestyle relay,M,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"HANLEY, Richard Dennis",USA,Men,4x200m freestyle relay,M,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"KONNO, Ford Hiroshi",USA,Men,4x200m freestyle relay,M,Silver,2
1956,Melbourne / Stockholm,Aquatics,Swimming,"WOOLSEY, William Tripp",USA,Men,4x200m freestyle relay,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"HIGGINS, Francis Peter",GBR,Men,4x400m relay,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"JOHNSON, Derek James Neville",GBR,Men,4x400m relay,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"SALISBURY, John Edward",GBR,Men,4x400m relay,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"WHEELER, Michael Keith Valentine",GBR,Men,4x400m relay,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"COURTNEY, Thomas William",USA,Men,4x400m relay,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"JENKINS, Charles Lamont",USA,Men,4x400m relay,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"JONES, Louis Woodard III",USA,Men,4x400m relay,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"MASHBURN, Jesse William",USA,Men,4x400m relay,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"GIPSON, Graham Chater",AUS,Men,4x400m relay,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"GOSPER, Richard Kevan",AUS,Men,4x400m relay,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"GREGORY, Leonard Stuart",AUS,Men,4x400m relay,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"LEAN, David Francis",AUS,Men,4x400m relay,M,Silver,2
1956,Melbourne / Stockholm,Sailing,Sailing,"BUXTON, Douglas Raymond",AUS,Men,5.5m,X,Bronze,3
1956,Melbourne / Stockholm,Sailing,Sailing,"MYTTON, Devereaux R.",AUS,Men,5.5m,X,Bronze,3
1956,Melbourne / Stockholm,Sailing,Sailing,"STURROCK, Alexander Stuart",AUS,Men,5.5m,X,Bronze,3
1956,Melbourne / Stockholm,Sailing,Sailing,"KARLSSON, Hjalmar",SWE,Men,5.5m,X,Gold,1
1956,Melbourne / Stockholm,Sailing,Sailing,"STORK, Sture",SWE,Men,5.5m,X,Gold,1
1956,Melbourne / Stockholm,Sailing,Sailing,"THÖRN, Lars",SWE,Men,5.5m,X,Gold,1
1956,Melbourne / Stockholm,Sailing,Sailing,"BOWKER, David Graham",GBR,Men,5.5m,X,Silver,2
1956,Melbourne / Stockholm,Sailing,Sailing,"DILLON, John Desmond",GBR,Men,5.5m,X,Silver,2
1956,Melbourne / Stockholm,Sailing,Sailing,"KENNEDY-COCHRAN-PATRICK, Neil Aylmer",GBR,Men,5.5m,X,Silver,2
1956,Melbourne / Stockholm,Sailing,Sailing,"PERRY, Robert Stanley Gr.",GBR,Men,5.5m,X,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"IBBOTSON, George Derek",GBR,Men,5000m,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"KUTS, Vladimir",URS,Men,5000m,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"PIRIE, Douglas A.Gordon",GBR,Men,5000m,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"LJUNGGREN, John Artur",SWE,Men,50km walk,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"READ, Norman Richard",NZL,Men,50km walk,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"MASKINSKOV, Yevgeni",URS,Men,50km walk,M,Silver,2
1956,Melbourne / Stockholm,Shooting,Shooting,"PINION, Offutt",USA,Men,50m pistol (60 shots),M,Bronze,3
1956,Melbourne / Stockholm,Shooting,Shooting,"LINNOSVUO, Pentti Tapio Akseli",FIN,Men,50m pistol (60 shots),M,Gold,1
1956,Melbourne / Stockholm,Shooting,Shooting,"UMAROV, Makhmud",URS,Men,50m pistol (60 shots),M,Silver,2
1956,Melbourne / Stockholm,Shooting,Shooting,"SUNDBERG, Johan (John)",SWE,Men,50m rifle 3 positions (3x40 shots),M,Bronze,3
1956,Melbourne / Stockholm,Shooting,Shooting,"BOGDANOV, Anatoli",URS,Men,50m rifle 3 positions (3x40 shots),M,Gold,1
1956,Melbourne / Stockholm,Shooting,Shooting,"HORINEK, Otakar",TCH,Men,50m rifle 3 positions (3x40 shots),M,Silver,2
1956,Melbourne / Stockholm,Shooting,Shooting,"BOA, Gilmore Stuart",CAN,Men,50m rifle prone (60 shots),M,Bronze,3
1956,Melbourne / Stockholm,Shooting,Shooting,"OUELLETTE, Gerald Raymond",CAN,Men,50m rifle prone (60 shots),M,Gold,1
1956,Melbourne / Stockholm,Shooting,Shooting,"BORISOV, Vasili",URS,Men,50m rifle prone (60 shots),M,Silver,2
1956,Melbourne / Stockholm,Boxing,Boxing,"BARRIENTOS, Claudio",CHI,Men,51 - 54kg (bantamweight),M,Bronze,3
1956,Melbourne / Stockholm,Boxing,Boxing,"GILROY, Frederick",IRL,Men,51 - 54kg (bantamweight),M,Bronze,3
1956,Melbourne / Stockholm,Boxing,Boxing,"BEHRENDT, Wolfgang",EUA,Men,51 - 54kg (bantamweight),M,Gold,1
1956,Melbourne / Stockholm,Boxing,Boxing,"SONG, Soon-Chun",KOR,Men,51 - 54kg (bantamweight),M,Silver,2
1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"SHAKHOV, Mikhail",URS,Men,52 - 57kg (bantamweight),M,Bronze,3
1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"DAGISTANLI, Mustafa",TUR,Men,52 - 57kg (bantamweight),M,Gold,1
1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"YAGHOUBI, Mohammad Mehdi",IRI,Men,52 - 57kg (bantamweight),M,Silver,2
1956,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"HORVATH, Francisc",ROU,Men,52 - 57kg (bantamweight),M,Bronze,3
1956,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"VYRUPAEV, Konstantin",URS,Men,52 - 57kg (bantamweight),M,Gold,1
1956,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"VESTERBY, Edvin",SWE,Men,52 - 57kg (bantamweight),M,Silver,2
1956,Melbourne / Stockholm,Boxing,Boxing,"HÄMÄLÄINEN, Pentti Olavi",FIN,Men,54 - 57kg (featherweight),M,Bronze,3
1956,Melbourne / Stockholm,Boxing,Boxing,"NIEDZWIEDZKI, Henryk",POL,Men,54 - 57kg (featherweight),M,Bronze,3
1956,Melbourne / Stockholm,Boxing,Boxing,"SAFRONOV, Vladimir",URS,Men,54 - 57kg (featherweight),M,Gold,1
1956,Melbourne / Stockholm,Boxing,Boxing,"NICHOLLS, Thomas G.",GBR,Men,54 - 57kg (featherweight),M,Silver,2
1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"ZIELINSKI, Marian",POL,Men,"56 - 60kg, total (featherweight)",M,Bronze,3
1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"BERGER, Isaac",USA,Men,"56 - 60kg, total (featherweight)",M,Gold,1
1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"MINAEV, Yevgeni",URS,Men,"56 - 60kg, total (featherweight)",M,Silver,2
1956,Melbourne / Stockholm,Boxing,Boxing,"BYRNE, Anthony",IRL,Men,57 - 60kg (lightweight),M,Bronze,3
1956,Melbourne / Stockholm,Boxing,Boxing,"LAGETKO, Anatoli",URS,Men,57 - 60kg (lightweight),M,Bronze,3
1956,Melbourne / Stockholm,Boxing,Boxing,"MCTAGGART, Richard",GBR,Men,57 - 60kg (lightweight),M,Gold,1
1956,Melbourne / Stockholm,Boxing,Boxing,"KURSCHAT, Harry",EUA,Men,57 - 60kg (lightweight),M,Silver,2
1956,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"DZENELADZE, Roman",URS,Men,57 - 61kg (featherweight),M,Bronze,3
1956,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"MÄKINEN, Rauno Leonard",FIN,Men,57 - 61kg (featherweight),M,Gold,1
1956,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"POLYAK, Imre",HUN,Men,57 - 61kg (featherweight),M,Silver,2
1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"PENTTILÄ, Erkki Eino Antero",FIN,Men,57 - 63kg (featherweight),M,Bronze,3
1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"SASAHARA, Shozo",JPN,Men,57 - 63kg (featherweight),M,Gold,1
1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"MEWIS, Joseph",BEL,Men,57 - 63kg (featherweight),M,Silver,2
1956,Melbourne / Stockholm,Boxing,Boxing,"DUMITRESCU, Constantin",ROU,Men,60 - 63.5kg (light-welterweight),M,Bronze,3
